Price,Beds,Bath,Sqft,Address,City,State,Zip,Description
"$279,527 ",3bd,2ba,"1,722 sqft",2402 Cattail Ter,Oklahoma City,OK,73130,"Plan ahead and reserve this home today. Ask about the current phase of construction and the estimated completion date. This open concept, split floor plan has three bedrooms, two bathrooms plus a study with a barn door! The spacious living room features large sunny windows and a gorgeous fireplace that opens to an inviting kitchen island. The spacious kitchen features granite or quartz countertops, and custom built quiet close cabinets! The primary bedroom includes a private bathroom that includes a separate shower, a garden tub and a large walk-in closet!"
"$288,650 ",3bd,2ba,"1,875 sqft",10465 Turtle Back Dr,Oklahoma City,OK,73130,"Plan ahead and reserve this home today, ask about the estimated completion date and current phase of construction. Fall in love with this amazing three-bedroom, two-bathroom home. The barreled ceiling entry leads to a large living room that boasts a cozy fireplace and plenty of room for entertaining family and friends. The kitchen is a chef’s paradise featuring gorgeous custom built wood cabinetry, Samsung appliances and a large island that provides lots of extra granite or quartz counter space! The spacious utility room features a charming mud bench for added storage and function. A giant primary bedroom has a beautiful tray ceiling. The primary ensuite features a doorless walk-in tiled shower and a separate garden tub! The primary closet also connects to a utility room for convenience. The long, covered back patio is perfect for enjoying a cup of coffee in the morning or glass of wine in the evening."
"$267,423 ",3bd,2ba,"1,689 sqft",10469 Turtle Back Dr,Oklahoma City,OK,73130,"Plan ahead and reserve this home today, ask about the estimated completion date! Once you walk into this new floor plan you will see an open concept, split floor plan that opens to the large living room. The kitchen is filled with custom cabinets, stainless-steel appliances, including a gas range, under cabinet lights, and a large island that overlooks into the living room. The master bedroom has a spacious walk-in closet that leads to the utility room and a gorgeous primary bathroom where you can enjoy the garden tub, double vanities and the separate tiled shower. The secondary bedrooms even have walk-in closets!"
"$175,000 ",3bd,2ba,"1,600 sqft (on 0.39 acres)",221 N Richards Ave,Oklahoma City,OK,73130,"This newly updated 3 bed 2 bath home set in the heart of Midwest City, comes with Refrigerator, Washer and Dryer, and a oversized safe. New vinyl flooring, extra living space, large backyard, with a large workshop with electric. New windows, tankless water heater. With in minutes to shopping, parks, Tinker Air Force Base, and on those hot summer day a water park to take the kids. This house is a must see!!!"
"$241,832 ",3bd,2ba,"1,503 sqft",10512 Turtle Back Dr,Oklahoma City,OK,73130,"Under construction but can be reserved today! Fast growing community near Tinker Air Force Base, shopping, restaurants, entertainment and so much more....come learn more about Aspen Ridge! Beautiful new construction with amazing curb appeal! This 3 Bed/2 Bath home offers a spacious kitchen with a beautiful large center island, gorgeous custom wood cabinetry, and stainless steel appliances. Unwind in the inviting living area and curl up next to the cozy fireplace. The elegant master bedroom features a unique and stylish tray ceiling. The master bath is like a dream with a large soaking tub, double vanities, and separate tiled shower!"
"$263,473 ",3bd,2ba,"1,689 sqft",10508 Turtle Back Dr,Oklahoma City,OK,73130,"Under construction but can be reserved today! Fast growing community near Tinker Air Force Base, shopping, restaurants, entertainment and so much more....come learn more about Aspen Ridge! Once you walk into this new floor plan you will see an open concept, split floor plan that opens to the large living room. The kitchen is filled with custom cabinets, stainless-steel appliances, including a gas range, under cabinet lights, and a large island that overlooks into the living room. The master bedroom has a spacious walk-in closet that leads to the utility room and a gorgeous primary bathroom where you can enjoy the garden tub, double vanities and the separate tiled shower. The secondary bedrooms even have walk-in closets!"
"$251,237 ",3bd,2ba,"1,556 sqft",10500 Turtle Back Dr,Oklahoma City,OK,73130,"Under construction but can be reserved today! Fast growing community near Tinker Air Force Base, shopping, restaurants, entertainment and so much more....come learn more about Aspen Ridge! This charming three-bedroom, two-bathroom home is a must see! The living room boasts a cozy fireplace and offers plenty of room for entertaining. The kitchen features Samsung appliances, granite or quartz countertops, quiet close cabinets and a breakfast bar! The primary bathroom is like a dream with a large soaking tub, a tiled shower and two separate walk-in closets."
"$435,000 ",6bd,5ba,"4,310 sqft (on 0.69 acres)",7336 N Hammond Cir,Warr Acres,OK,73132,"This 6 bed, 4.5 bath is perfect for a large family or entertainers. With endless options for living space, you will not be disappointed in the size of each room, they are oversized and ready to make your own. Open concept kitchen and main living area, large utility room, and beautiful flagstone and wood flooring throughout. Talk about a dream outdoor space! Walk out onto your roughly 1,100 square foot covered (and insulated) back patio. Equipped with an outdoor kitchen, movie screen, plenty of seating space, and a pool house with a full bath. Your salt water concrete pool with built in jacuzzi is surrounded by a large linear water fall. And if that wasn't enough, this home sits on the Lake Leven Reservoir. Great for fishing, you have your very own, almost new, partially covered dock! Home also Includes BRAND NEW solar panels, new HVAC and water heater and lots and lots of parking! This one has features you would not believe and have to see for yourself."
"$159,999 ",3bd,2ba,"1,668 sqft",8232 NW 85th St,Oklahoma City,OK,73132,"Welcome Home! This is the one you've been waiting for in the heart of OKC, conveniently located near your favorite local shops & restaurants! This wonderful floorpan features 3 bedrooms & 2 bathrooms with luxury plank vinyl and tile throughout! The grand living room boasts a beautiful rock fireplace w/ built in shelving, vaulted ceiling with beam, skylight for tons of natural light, & plenty of room to entertain for the holidays! The kitchen features sparkling granite, tile backsplash, stainless steel sink & a dedicated dining area. Retreat to the large master suite, featuring a vaulted ceiling, room for a sitting area or home office, 2 closets, open vanity & beautifully tiled shower. Both spare bedrooms are well appointed & feature sizable walk in closets. Secondary bath features a tile shower & bathtub. Spacious fenced backyard. Cash/Conventional."
"$248,888 ",4bd,3ba,"2,135 sqft",5716 NW 87th St,Oklahoma City,OK,73132,"SELLER just completed new floors and paint! Showings to begin SUNDAY. OPEN HOUSE THIS SUNDAY 2-4. THIS ONE won't last. 4 bedrooms, 2 living areas, 2.5 baths, all new Andersen windows, newly covered patio. 2 car attached garage. Covered patio with privacy fenced back yard. Conveniently located, close to Lake Hefner and shopping, bike trails. Desireable NW OKC neighborhood. Over 2135 square feet of living space. Great kitchen, with pantry, newer appliances, granite counters and tile backslash. This home has had significant upgrades. Roof is 5 years old, all appliances 1 year old. Nuetral grey colors, large bedrooms, great office area. Putnam City School district."
"$224,900 ",3bd,2ba,"1,975 sqft",7904 Duane Dr,Oklahoma City,OK,73132,"Home is located in a quiet stable neighborhood appr. 1/4 mile from Lake Hefner. There is Sailing and other boating, Fishing, Paved trails for walking, running, cycling. Stars and Stripes Park for picnicking and other family activities. Also there is Lake Hefner Golf course and various Restaurants on the shore. The house is located in a good school district and there are plenty of amenities within a short distance. Home has great bones and needs updating. Home to be sold as-is."
"$239,900 ",4bd,3ba,"2,356 sqft",7216 N Kingsridge Rd,Oklahoma City,OK,73132,"Welcome home to this 4 bedroom 2.5 bath home remodeled for you! Large corner lot home with 4 spacious bedrooms, 2 living rooms and an attached 2 car garage. Home has a remodeled, painted and has fresh carpet. Schedule a tour today!"
"$189,000 ",3bd,2ba,"1,661 sqft",8423 NW 85th St,Oklahoma City,OK,73132,"Don't miss this charming abode near NW Expressway at Council! Storage space abounds and a split floor plan! Check the brand new 12' x 16' storage/workshop w/electricity and air conditioner! Enjoy family meals in the large formal dining room. Cozy up to the wood burning fireplace when the temperature drops. Elementary school is walking distance. Soak in the peaceful neighborhood vibe, with plenty of shopping and restaurants nearby."
"$184,500 ",3bd,2ba,"1,831 sqft",6713 Lyrewood Ct,Oklahoma City,OK,73132,"Check out this LARGE three bedroom & two bathroom home with some recent updates that include new paint & flooring & kitchen countertops/backsplash! Spacious bedrooms and living/dining areas. Buyer to verify any & all info. Disclosure: Seller is licensed agent, OREC license #160247."
"$199,900 ",3bd,2ba,"1,869 sqft",7040 Stonycreek Dr,Oklahoma City,OK,73132,"welcome Home..Awesome quite Cul-de-Sac, Lakefront street . 3 bedroom two living two dining and spacious place and awesome layout. It features a split bedroom plan with the master bedroom and bath near the kitchen. Energy efficient windows. privacy of the backyard with tree views . walking trail and unbelievable community lakeside view just around the corner and walking distance to the neighborhood pool. reserve your showing today"
